,1276703437,-5092071455741933595,SAMOYEDCOIN Network,1203683342
Sergichai,834901972,1691517727204059782,SAMOYEDCOIN Network,1203683342
sharifca,28363340,-5543259773193504597,SAMOYEDCOIN Network,1203683342
Samch16,1004980074,-745261480507901266,SAMOYEDCOIN Network,1203683342
,1973008203,5385913598409028001,SAMOYEDCOIN Network,1203683342
,1627596253,1971675154755390472,SAMOYEDCOIN Network,1203683342
sambomaester,1124417604,-1168065196788259084,SAMOYEDCOIN Network,1203683342
SamoyedcoinTr,1217792618,2948967382396285147,SAMOYEDCOIN Network,1203683342
stile88,1598511329,4293016072757764149,SAMOYEDCOIN Network,1203683342
skinnysht,1284677503,-8116809847955877896,SAMOYEDCOIN Network,1203683342
samuel_31,1679201794,-8929553462819743436,SAMOYEDCOIN Network,1203683342
Soulworkuk,1723191143,-1775965073230792595,SAMOYEDCOIN Network,1203683342
Soam666,1759620112,2562836187341553786,SAMOYEDCOIN Network,1203683342
sidmeiek99,1857840903,-1320540653510222783,SAMOYEDCOIN Network,1203683342
ShillyBilly9,1792627221,6863328636437183130,SAMOYEDCOIN Network,1203683342
Aanyasandra,1151736305,-184153947567060687,SAMOYEDCOIN Network,1203683342
shib2868,883706748,-8907645564624725468,SAMOYEDCOIN Network,1203683342
Sacsbrainz,304942984,-1741358055192504618,SAMOYEDCOIN Network,1203683342
anamaya5,970643789,8818551841201248634,SAMOYEDCOIN Network,1203683342
SammiJiang,1352794924,8503546305451020095,SAMOYEDCOIN Network,1203683342
sfk1513,1608473349,-2009646907150702932,SAMOYEDCOIN Network,1203683342
solanapost23,839488701,-2855474167475488350,SAMOYEDCOIN Network,1203683342
,1345464750,-1929424891758646310,SAMOYEDCOIN Network,1203683342
Savasata,81643548,-4066937024479499748,SAMOYEDCOIN Network,1203683342
,457881836,-3755469241945923817,SAMOYEDCOIN Network,1203683342
serkan000007,1492942082,-3200441871608766433,SAMOYEDCOIN Network,1203683342
Solanadium,1474249386,6462819433719796107,SAMOYEDCOIN Network,1203683342
Scicgcir,529127742,-3718512445799148890,SAMOYEDCOIN Network,1203683342
,1762512805,-204320960505708069,SAMOYEDCOIN Network,1203683342
sidjohm51,601458741,-5347964663777876766,SAMOYEDCOIN Network,1203683342
,2045970959,8570975971658042136,SAMOYEDCOIN Network,1203683342
Mo0nalisa,1887754112,3311184445665986498,SAMOYEDCOIN Network,1203683342
,955966841,2353148610252467572,SAMOYEDCOIN Network,1203683342
martjn44,1998985872,3546500034855393500,SAMOYEDCOIN Network,1203683342
memoriesinmymind,1979981759,4247001648732858319,SAMOYEDCOIN Network,1203683342
mr_mirror2,1907261200,424671235494286685,SAMOYEDCOIN Network,1203683342
Miszel5er,1273344556,-8040113628638616621,SAMOYEDCOIN Network,1203683342
milanseedorf,563946376,-2269367071822938,SAMOYEDCOIN Network,1203683342
M0DERNCRYPTONEWS,1657505948,-8423959881468340677,SAMOYEDCOIN Network,1203683342
Mecrypto2022,1930774715,-7207899214396892986,SAMOYEDCOIN Network,1203683342
MPovolotski,427502800,-7261967231007599741,SAMOYEDCOIN Network,1203683342
,1272859582,1099964461731827987,SAMOYEDCOIN Network,1203683342
Mias02,1204343960,8170509854392806266,SAMOYEDCOIN Network,1203683342
,1754805386,1143917859129357226,SAMOYEDCOIN Network,1203683342
MuchachoMalo1,1507305184,-2432899803457599030,SAMOYEDCOIN Network,1203683342
Mandraiim,1682331578,-9918384940302509,SAMOYEDCOIN Network,1203683342
,1972904846,8613653801653809375,SAMOYEDCOIN Network,1203683342
m2p76,305752279,-5081170290451196515,SAMOYEDCOIN Network,1203683342
meechaau,423535711,6656986463724833902,SAMOYEDCOIN Network,1203683342
mon_mons,694050673,-5081490642095636078,SAMOYEDCOIN Network,1203683342
,1497095802,154839008037592553,SAMOYEDCOIN Network,1203683342
mateo305,1796324780,6636162966101586591,SAMOYEDCOIN Network,1203683342
mYckZo,1678588889,8450340363750944352,SAMOYEDCOIN Network,1203683342
Maddo1995,1714258847,-1098129162065056813,SAMOYEDCOIN Network,1203683342
Chow2002,1741907497,-6035908466490816203,SAMOYEDCOIN Network,1203683342
Matmatthew,1843957061,1634464834800597662,SAMOYEDCOIN Network,1203683342
,1094509568,876538268404435255,SAMOYEDCOIN Network,1203683342
Cryptonyta,721764302,4113363258514953147,SAMOYEDCOIN Network,1203683342
CarrotMan,452434362,-290760154611326724,SAMOYEDCOIN Network,1203683342
Alexmarz,866810230,1227319552215442291,SAMOYEDCOIN Network,1203683342
MiracLeada,1623291196,-1615039007232286426,SAMOYEDCOIN Network,1203683342
,1724868254,-2726034442352359943,SAMOYEDCOIN Network,1203683342
mrgreen13,170872080,4971801370395754825,SAMOYEDCOIN Network,1203683342
mooasyou,1187554196,-7925809499184094337,SAMOYEDCOIN Network,1203683342
matildx,1768829729,-518818144367565178,SAMOYEDCOIN Network,1203683342
